,state,date,h,cp
1514,HI,2020-11-14,2,1.0
1515,HI,2020-11-14,3,1.0
1516,HI,2020-11-21,0,1.0
1517,HI,2020-11-21,1,1.0
1518,HI,2020-11-21,2,1.0
1519,HI,2020-11-21,3,1.0
1520,HI,2020-11-28,0,1.0
1521,HI,2020-11-28,1,1.0
1522,HI,2020-11-28,2,1.0
1523,HI,2020-11-28,3,0.0
1524,HI,2020-12-05,0,0.0
1525,HI,2020-12-05,1,0.0
1526,HI,2020-12-05,2,0.0
1527,HI,2020-12-05,3,0.0
1528,HI,2020-12-12,0,0.0
1529,HI,2020-12-12,1,0.0
1530,HI,2020-12-12,2,0.0
1531,HI,2020-12-12,3,1.0
1532,HI,2020-12-19,0,0.0
1533,HI,2020-12-19,1,0.0
1534,HI,2020-12-19,2,1.0
1535,HI,2020-12-19,3,1.0
1536,ID,2020-05-16,0,1.0
1537,ID,2020-05-16,1,0.0
1538,ID,2020-05-16,2,0.0
1539,ID,2020-05-16,3,1.0
1540,ID,2020-05-23,0,0.0
1541,ID,2020-05-23,1,0.0
1542,ID,2020-05-23,2,1.0
1543,ID,2020-05-23,3,1.0
1544,ID,2020-05-30,0,0.0
1545,ID,2020-05-30,1,1.0
1546,ID,2020-05-30,2,0.0
1547,ID,2020-05-30,3,1.0
1548,ID,2020-06-06,0,0.0
1549,ID,2020-06-06,1,0.0
1550,ID,2020-06-06,2,0.0
1551,ID,2020-06-06,3,1.0
1552,ID,2020-06-13,0,0.0
1553,ID,2020-06-13,1,0.0
1554,ID,2020-06-13,2,0.0
1555,ID,2020-06-13,3,1.0
1556,ID,2020-06-20,0,0.0
1557,ID,2020-06-20,1,0.0
1558,ID,2020-06-20,2,1.0
1559,ID,2020-06-20,3,1.0
1560,ID,2020-06-27,0,0.0
1561,ID,2020-06-27,1,1.0
1562,ID,2020-06-27,2,1.0
1563,ID,2020-06-27,3,1.0
1564,ID,2020-07-04,0,1.0
1565,ID,2020-07-04,1,1.0
1566,ID,2020-07-04,2,1.0
1567,ID,2020-07-04,3,1.0
1568,ID,2020-07-11,0,1.0
1569,ID,2020-07-11,1,1.0
1570,ID,2020-07-11,2,1.0
1571,ID,2020-07-11,3,1.0
1572,ID,2020-07-18,0,1.0
1573,ID,2020-07-18,1,1.0
1574,ID,2020-07-18,2,1.0
1575,ID,2020-07-18,3,1.0
1576,ID,2020-07-25,0,1.0
1577,ID,2020-07-25,1,1.0
1578,ID,2020-07-25,2,1.0
1579,ID,2020-07-25,3,1.0
1580,ID,2020-08-01,0,0.0
1581,ID,2020-08-01,1,0.0
1582,ID,2020-08-01,2,1.0
1583,ID,2020-08-01,3,1.0
1584,ID,2020-08-08,0,1.0
1585,ID,2020-08-08,1,1.0
1586,ID,2020-08-08,2,1.0
1587,ID,2020-08-08,3,1.0
1588,ID,2020-08-15,0,1.0
1589,ID,2020-08-15,1,1.0
1590,ID,2020-08-15,2,1.0
1591,ID,2020-08-15,3,1.0
1592,ID,2020-08-22,0,1.0
1593,ID,2020-08-22,1,1.0
1594,ID,2020-08-22,2,1.0
1595,ID,2020-08-22,3,1.0
1596,ID,2020-08-29,0,0.0
1597,ID,2020-08-29,1,1.0
1598,ID,2020-08-29,2,1.0
1599,ID,2020-08-29,3,1.0
1600,ID,2020-09-05,0,1.0
1601,ID,2020-09-05,1,1.0
1602,ID,2020-09-05,2,1.0
1603,ID,2020-09-05,3,1.0
1604,ID,2020-09-12,0,1.0
1605,ID,2020-09-12,1,1.0
1606,ID,2020-09-12,2,1.0
1607,ID,2020-09-12,3,1.0
1608,ID,2020-09-19,0,1.0
1609,ID,2020-09-19,1,1.0
1610,ID,2020-09-19,2,1.0
1611,ID,2020-09-19,3,1.0
1612,ID,2020-09-26,0,1.0
1613,ID,2020-09-26,1,1.0
1614,ID,2020-09-26,2,1.0
1615,ID,2020-09-26,3,1.0
1616,ID,2020-10-03,0,1.0
1617,ID,2020-10-03,1,1.0
1618,ID,2020-10-03,2,1.0
1619,ID,2020-10-03,3,1.0
1620,ID,2020-10-10,0,1.0
1621,ID,2020-10-10,1,1.0
1622,ID,2020-10-10,2,1.0
1623,ID,2020-10-10,3,1.0
1624,ID,2020-10-17,0,1.0
1625,ID,2020-10-17,1,1.0
1626,ID,2020-10-17,2,1.0
1627,ID,2020-10-17,3,1.0
1628,ID,2020-10-24,0,1.0
1629,ID,2020-10-24,1,1.0
1630,ID,2020-10-24,2,1.0
1631,ID,2020-10-24,3,1.0
1632,ID,2020-10-31,0,1.0
1633,ID,2020-10-31,1,1.0
1634,ID,2020-10-31,2,1.0
1635,ID,2020-10-31,3,1.0
1636,ID,2020-11-07,0,1.0
1637,ID,2020-11-07,1,1.0
1638,ID,2020-11-07,2,1.0
1639,ID,2020-11-07,3,1.0
1640,ID,2020-11-14,0,1.0
1641,ID,2020-11-14,1,1.0
1642,ID,2020-11-14,2,1.0
1643,ID,2020-11-14,3,1.0
1644,ID,2020-11-21,0,1.0
1645,ID,2020-11-21,1,1.0
1646,ID,2020-11-21,2,1.0
1647,ID,2020-11-21,3,1.0
1648,ID,2020-11-28,0,1.0
1649,ID,2020-11-28,1,1.0
1650,ID,2020-11-28,2,1.0
1651,ID,2020-11-28,3,1.0
1652,ID,2020-12-05,0,1.0
1653,ID,2020-12-05,1,1.0
1654,ID,2020-12-05,2,1.0
1655,ID,2020-12-05,3,1.0
1656,ID,2020-12-12,0,1.0
1657,ID,2020-12-12,1,1.0
1658,ID,2020-12-12,2,1.0
1659,ID,2020-12-12,3,1.0
1660,ID,2020-12-19,0,1.0
1661,ID,2020-12-19,1,1.0
1662,ID,2020-12-19,2,1.0
1663,ID,2020-12-19,3,1.0
1664,IL,2020-05-16,0,1.0
1665,IL,2020-05-16,1,1.0
1666,IL,2020-05-16,2,1.0
1667,IL,2020-05-16,3,1.0
1668,IL,2020-05-23,0,1.0
1669,IL,2020-05-23,1,1.0
1670,IL,2020-05-23,2,1.0
1671,IL,2020-05-23,3,1.0
1672,IL,2020-05-30,0,1.0
1673,IL,2020-05-30,1,1.0
1674,IL,2020-05-30,2,1.0
1675,IL,2020-05-30,3,1.0
1676,IL,2020-06-06,0,1.0
1677,IL,2020-06-06,1,1.0
1678,IL,2020-06-06,2,1.0
1679,IL,2020-06-06,3,1.0
1680,IL,2020-06-13,0,1.0
1681,IL,2020-06-13,1,1.0
1682,IL,2020-06-13,2,1.0
1683,IL,2020-06-13,3,1.0
1684,IL,2020-06-20,0,1.0
1685,IL,2020-06-20,1,1.0
1686,IL,2020-06-20,2,1.0
1687,IL,2020-06-20,3,1.0
1688,IL,2020-06-27,0,1.0
1689,IL,2020-06-27,1,1.0
1690,IL,2020-06-27,2,1.0
1691,IL,2020-06-27,3,1.0
1692,IL,2020-07-04,0,0.0
1693,IL,2020-07-04,1,1.0
1694,IL,2020-07-04,2,1.0
1695,IL,2020-07-04,3,1.0
1696,IL,2020-07-11,0,1.0
1697,IL,2020-07-11,1,1.0
1698,IL,2020-07-11,2,1.0
1699,IL,2020-07-11,3,1.0
1700,IL,2020-07-18,0,1.0
1701,IL,2020-07-18,1,1.0
1702,IL,2020-07-18,2,1.0
1703,IL,2020-07-18,3,1.0
1704,IL,2020-07-25,0,1.0
1705,IL,2020-07-25,1,1.0
1706,IL,2020-07-25,2,1.0
1707,IL,2020-07-25,3,1.0
1708,IL,2020-08-01,0,1.0
1709,IL,2020-08-01,1,1.0
1710,IL,2020-08-01,2,1.0
1711,IL,2020-08-01,3,1.0
1712,IL,2020-08-08,0,1.0
1713,IL,2020-08-08,1,1.0
1714,IL,2020-08-08,2,1.0
1715,IL,2020-08-08,3,1.0
1716,IL,2020-08-15,0,1.0
1717,IL,2020-08-15,1,1.0
1718,IL,2020-08-15,2,1.0
1719,IL,2020-08-15,3,1.0
1720,IL,2020-08-22,0,1.0
1721,IL,2020-08-22,1,1.0
1722,IL,2020-08-22,2,1.0
1723,IL,2020-08-22,3,1.0
1724,IL,2020-08-29,0,1.0
1725,IL,2020-08-29,1,1.0
1726,IL,2020-08-29,2,1.0
1727,IL,2020-08-29,3,1.0
1728,IL,2020-09-05,0,1.0
1729,IL,2020-09-05,1,1.0
1730,IL,2020-09-05,2,1.0
1731,IL,2020-09-05,3,1.0
1732,IL,2020-09-12,0,1.0
1733,IL,2020-09-12,1,1.0
1734,IL,2020-09-12,2,1.0
1735,IL,2020-09-12,3,1.0
1736,IL,2020-09-19,0,1.0
1737,IL,2020-09-19,1,1.0
1738,IL,2020-09-19,2,1.0
1739,IL,2020-09-19,3,1.0
1740,IL,2020-09-26,0,1.0
1741,IL,2020-09-26,1,1.0
1742,IL,2020-09-26,2,1.0
1743,IL,2020-09-26,3,1.0
1744,IL,2020-10-03,0,1.0
1745,IL,2020-10-03,1,1.0
1746,IL,2020-10-03,2,1.0
1747,IL,2020-10-03,3,1.0
1748,IL,2020-10-10,0,1.0
1749,IL,2020-10-10,1,1.0
1750,IL,2020-10-10,2,1.0
1751,IL,2020-10-10,3,1.0
1752,IL,2020-10-17,0,1.0
1753,IL,2020-10-17,1,1.0
1754,IL,2020-10-17,2,1.0
1755,IL,2020-10-17,3,1.0
1756,IL,2020-10-24,0,1.0
1757,IL,2020-10-24,1,1.0
1758,IL,2020-10-24,2,1.0
1759,IL,2020-10-24,3,1.0
1760,IL,2020-10-31,0,1.0
1761,IL,2020-10-31,1,1.0
1762,IL,2020-10-31,2,1.0
1763,IL,2020-10-31,3,1.0
1764,IL,2020-11-07,0,1.0
1765,IL,2020-11-07,1,1.0
1766,IL,2020-11-07,2,1.0
1767,IL,2020-11-07,3,1.0
1768,IL,2020-11-14,0,1.0
1769,IL,2020-11-14,1,1.0
1770,IL,2020-11-14,2,1.0
1771,IL,2020-11-14,3,1.0
1772,IL,2020-11-21,0,1.0
1773,IL,2020-11-21,1,1.0
1774,IL,2020-11-21,2,1.0
1775,IL,2020-11-21,3,1.0
1776,IL,2020-11-28,0,1.0
1777,IL,2020-11-28,1,1.0
1778,IL,2020-11-28,2,1.0
1779,IL,2020-11-28,3,1.0
1780,IL,2020-12-05,0,1.0
1781,IL,2020-12-05,1,1.0
1782,IL,2020-12-05,2,1.0
1783,IL,2020-12-05,3,1.0
1784,IL,2020-12-12,0,1.0
1785,IL,2020-12-12,1,1.0
1786,IL,2020-12-12,2,1.0
1787,IL,2020-12-12,3,1.0
1788,IL,2020-12-19,0,1.0
1789,IL,2020-12-19,1,1.0
1790,IL,2020-12-19,2,1.0
1791,IL,2020-12-19,3,1.0
1792,IN,2020-05-16,0,1.0
1793,IN,2020-05-16,1,1.0
1794,IN,2020-05-16,2,1.0
1795,IN,2020-05-16,3,1.0
1796,IN,2020-05-23,0,1.0
1797,IN,2020-05-23,1,1.0
1798,IN,2020-05-23,2,1.0
1799,IN,2020-05-23,3,1.0
1800,IN,2020-05-30,0,1.0
1801,IN,2020-05-30,1,1.0
1802,IN,2020-05-30,2,1.0
1803,IN,2020-05-30,3,1.0
1804,IN,2020-06-06,0,1.0
1805,IN,2020-06-06,1,1.0
1806,IN,2020-06-06,2,1.0
1807,IN,2020-06-06,3,1.0
1808,IN,2020-06-13,0,1.0
1809,IN,2020-06-13,1,1.0
1810,IN,2020-06-13,2,1.0
1811,IN,2020-06-13,3,1.0
1812,IN,2020-06-20,0,1.0
1813,IN,2020-06-20,1,1.0
1814,IN,2020-06-20,2,1.0
1815,IN,2020-06-20,3,1.0
1816,IN,2020-06-27,0,1.0
1817,IN,2020-06-27,1,1.0
1818,IN,2020-06-27,2,1.0
1819,IN,2020-06-27,3,1.0
1820,IN,2020-07-04,0,1.0
1821,IN,2020-07-04,1,1.0
1822,IN,2020-07-04,2,1.0
1823,IN,2020-07-04,3,1.0
1824,IN,2020-07-11,0,1.0
1825,IN,2020-07-11,1,1.0
1826,IN,2020-07-11,2,1.0
1827,IN,2020-07-11,3,1.0
1828,IN,2020-07-18,0,1.0
1829,IN,2020-07-18,1,1.0
1830,IN,2020-07-18,2,1.0
1831,IN,2020-07-18,3,1.0
1832,IN,2020-07-25,0,1.0
1833,IN,2020-07-25,1,1.0
1834,IN,2020-07-25,2,1.0
1835,IN,2020-07-25,3,1.0
1836,IN,2020-08-01,0,1.0
1837,IN,2020-08-01,1,1.0
1838,IN,2020-08-01,2,1.0
1839,IN,2020-08-01,3,1.0
1840,IN,2020-08-08,0,1.0
1841,IN,2020-08-08,1,1.0
1842,IN,2020-08-08,2,1.0
1843,IN,2020-08-08,3,1.0
1844,IN,2020-08-15,0,1.0
1845,IN,2020-08-15,1,1.0
1846,IN,2020-08-15,2,1.0
1847,IN,2020-08-15,3,1.0
1848,IN,2020-08-22,0,1.0
1849,IN,2020-08-22,1,1.0
1850,IN,2020-08-22,2,1.0
1851,IN,2020-08-22,3,1.0
1852,IN,2020-08-29,0,1.0
1853,IN,2020-08-29,1,1.0
1854,IN,2020-08-29,2,1.0
1855,IN,2020-08-29,3,1.0
1856,IN,2020-09-05,0,1.0
1857,IN,2020-09-05,1,1.0
1858,IN,2020-09-05,2,1.0
1859,IN,2020-09-05,3,1.0
1860,IN,2020-09-12,0,1.0
1861,IN,2020-09-12,1,1.0
1862,IN,2020-09-12,2,1.0
1863,IN,2020-09-12,3,1.0
1864,IN,2020-09-19,0,1.0
1865,IN,2020-09-19,1,1.0
1866,IN,2020-09-19,2,1.0
1867,IN,2020-09-19,3,1.0
1868,IN,2020-09-26,0,1.0
1869,IN,2020-09-26,1,1.0
1870,IN,2020-09-26,2,1.0
1871,IN,2020-09-26,3,1.0
1872,IN,2020-10-03,0,1.0
1873,IN,2020-10-03,1,1.0
1874,IN,2020-10-03,2,1.0
1875,IN,2020-10-03,3,1.0
1876,IN,2020-10-10,0,1.0
1877,IN,2020-10-10,1,1.0
1878,IN,2020-10-10,2,1.0
1879,IN,2020-10-10,3,1.0
1880,IN,2020-10-17,0,1.0
1881,IN,2020-10-17,1,1.0
1882,IN,2020-10-17,2,1.0
1883,IN,2020-10-17,3,1.0
1884,IN,2020-10-24,0,1.0
1885,IN,2020-10-24,1,1.0
1886,IN,2020-10-24,2,1.0
1887,IN,2020-10-24,3,1.0
1888,IN,2020-10-31,0,1.0
1889,IN,2020-10-31,1,1.0
1890,IN,2020-10-31,2,1.0
1891,IN,2020-10-31,3,1.0
1892,IN,2020-11-07,0,1.0
1893,IN,2020-11-07,1,1.0
1894,IN,2020-11-07,2,1.0
1895,IN,2020-11-07,3,1.0
1896,IN,2020-11-14,0,1.0
1897,IN,2020-11-14,1,1.0
1898,IN,2020-11-14,2,1.0
1899,IN,2020-11-14,3,1.0
1900,IN,2020-11-21,0,1.0
1901,IN,2020-11-21,1,1.0
1902,IN,2020-11-21,2,1.0
1903,IN,2020-11-21,3,1.0
1904,IN,2020-11-28,0,1.0
1905,IN,2020-11-28,1,1.0
1906,IN,2020-11-28,2,1.0
1907,IN,2020-11-28,3,1.0
1908,IN,2020-12-05,0,1.0
1909,IN,2020-12-05,1,1.0
1910,IN,2020-12-05,2,1.0
1911,IN,2020-12-05,3,1.0
1912,IN,2020-12-12,0,1.0
1913,IN,2020-12-12,1,1.0
1914,IN,2020-12-12,2,1.0
1915,IN,2020-12-12,3,1.0
1916,IN,2020-12-19,0,1.0
1917,IN,2020-12-19,1,1.0
1918,IN,2020-12-19,2,1.0
1919,IN,2020-12-19,3,1.0
1920,IA,2020-05-16,0,1.0
1921,IA,2020-05-16,1,1.0
1922,IA,2020-05-16,2,1.0
1923,IA,2020-05-16,3,1.0
1924,IA,2020-05-23,0,1.0
1925,IA,2020-05-23,1,1.0
1926,IA,2020-05-23,2,1.0
1927,IA,2020-05-23,3,1.0
1928,IA,2020-05-30,0,1.0
1929,IA,2020-05-30,1,1.0
1930,IA,2020-05-30,2,1.0
1931,IA,2020-05-30,3,1.0
1932,IA,2020-06-06,0,1.0
1933,IA,2020-06-06,1,1.0
1934,IA,2020-06-06,2,1.0
1935,IA,2020-06-06,3,1.0
1936,IA,2020-06-13,0,0.0
1937,IA,2020-06-13,1,1.0
1938,IA,2020-06-13,2,1.0
1939,IA,2020-06-13,3,1.0
1940,IA,2020-06-20,0,1.0
1941,IA,2020-06-20,1,1.0
1942,IA,2020-06-20,2,1.0
1943,IA,2020-06-20,3,1.0
1944,IA,2020-06-27,0,1.0
1945,IA,2020-06-27,1,1.0
1946,IA,2020-06-27,2,1.0
1947,IA,2020-06-27,3,1.0
1948,IA,2020-07-04,0,1.0
1949,IA,2020-07-04,1,1.0
1950,IA,2020-07-04,2,1.0
1951,IA,2020-07-04,3,1.0
1952,IA,2020-07-11,0,1.0
1953,IA,2020-07-11,1,1.0
1954,IA,2020-07-11,2,1.0
1955,IA,2020-07-11,3,1.0
1956,IA,2020-07-18,0,1.0
1957,IA,2020-07-18,1,1.0
1958,IA,2020-07-18,2,1.0
1959,IA,2020-07-18,3,1.0
1960,IA,2020-07-25,0,1.0
1961,IA,2020-07-25,1,1.0
1962,IA,2020-07-25,2,1.0
1963,IA,2020-07-25,3,1.0
1964,IA,2020-08-01,0,1.0
1965,IA,2020-08-01,1,1.0
1966,IA,2020-08-01,2,1.0
1967,IA,2020-08-01,3,1.0
1968,IA,2020-08-08,0,1.0
1969,IA,2020-08-08,1,1.0
1970,IA,2020-08-08,2,1.0
1971,IA,2020-08-08,3,1.0
1972,IA,2020-08-15,0,1.0
1973,IA,2020-08-15,1,1.0
1974,IA,2020-08-15,2,1.0
1975,IA,2020-08-15,3,1.0
1976,IA,2020-08-22,0,1.0
1977,IA,2020-08-22,1,1.0
1978,IA,2020-08-22,2,1.0
1979,IA,2020-08-22,3,1.0
1980,IA,2020-08-29,0,1.0
1981,IA,2020-08-29,1,1.0
1982,IA,2020-08-29,2,1.0
1983,IA,2020-08-29,3,1.0
1984,IA,2020-09-05,0,1.0
1985,IA,2020-09-05,1,1.0
1986,IA,2020-09-05,2,1.0
1987,IA,2020-09-05,3,1.0
1988,IA,2020-09-12,0,1.0
1989,IA,2020-09-12,1,1.0
1990,IA,2020-09-12,2,1.0
1991,IA,2020-09-12,3,1.0
1992,IA,2020-09-19,0,1.0
1993,IA,2020-09-19,1,1.0
1994,IA,2020-09-19,2,1.0
1995,IA,2020-09-19,3,1.0
1996,IA,2020-09-26,0,1.0
1997,IA,2020-09-26,1,1.0
1998,IA,2020-09-26,2,1.0
1999,IA,2020-09-26,3,1.0
2000,IA,2020-10-03,0,1.0
2001,IA,2020-10-03,1,1.0
2002,IA,2020-10-03,2,1.0
2003,IA,2020-10-03,3,1.0
2004,IA,2020-10-10,0,1.0
2005,IA,2020-10-10,1,1.0
2006,IA,2020-10-10,2,1.0
2007,IA,2020-10-10,3,1.0
2008,IA,2020-10-17,0,1.0
2009,IA,2020-10-17,1,1.0
2010,IA,2020-10-17,2,1.0
2011,IA,2020-10-17,3,1.0
2012,IA,2020-10-24,0,1.0
2013,IA,2020-10-24,1,1.0
2014,IA,2020-10-24,2,1.0
2015,IA,2020-10-24,3,1.0
2016,IA,2020-10-31,0,1.0
2017,IA,2020-10-31,1,1.0
2018,IA,2020-10-31,2,1.0
2019,IA,2020-10-31,3,1.0
2020,IA,2020-11-07,0,1.0
2021,IA,2020-11-07,1,1.0
2022,IA,2020-11-07,2,1.0
2023,IA,2020-11-07,3,1.0
2024,IA,2020-11-14,0,1.0
2025,IA,2020-11-14,1,1.0
2026,IA,2020-11-14,2,1.0
2027,IA,2020-11-14,3,1.0
2028,IA,2020-11-21,0,1.0
2029,IA,2020-11-21,1,1.0
2030,IA,2020-11-21,2,1.0
2031,IA,2020-11-21,3,1.0
2032,IA,2020-11-28,0,1.0
2033,IA,2020-11-28,1,1.0
2034,IA,2020-11-28,2,1.0
2035,IA,2020-11-28,3,1.0
2036,IA,2020-12-05,0,1.0
2037,IA,2020-12-05,1,1.0
2038,IA,2020-12-05,2,1.0
2039,IA,2020-12-05,3,1.0
2040,IA,2020-12-12,0,0.0
2041,IA,2020-12-12,1,0.0
2042,IA,2020-12-12,2,0.0
2043,IA,2020-12-12,3,1.0
2044,IA,2020-12-19,0,1.0
2045,IA,2020-12-19,1,1.0
2046,IA,2020-12-19,2,1.0
2047,IA,2020-12-19,3,1.0
2048,KS,2020-05-16,0,0.0
2049,KS,2020-05-16,1,1.0
2050,KS,2020-05-16,2,1.0
2051,KS,2020-05-16,3,1.0
2052,KS,2020-05-23,0,1.0
2053,KS,2020-05-23,1,1.0
2054,KS,2020-05-23,2,1.0
2055,KS,2020-05-23,3,1.0
2056,KS,2020-05-30,0,1.0
2057,KS,2020-05-30,1,1.0
2058,KS,2020-05-30,2,1.0
2059,KS,2020-05-30,3,1.0
2060,KS,2020-06-06,0,1.0
2061,KS,2020-06-06,1,1.0
2062,KS,2020-06-06,2,1.0
2063,KS,2020-06-06,3,1.0
2064,KS,2020-06-13,0,1.0
2065,KS,2020-06-13,1,1.0
2066,KS,2020-06-13,2,1.0
2067,KS,2020-06-13,3,1.0
2068,KS,2020-06-20,0,1.0
2069,KS,2020-06-20,1,1.0
2070,KS,2020-06-20,2,1.0
2071,KS,2020-06-20,3,1.0
2072,KS,2020-06-27,0,1.0
2073,KS,2020-06-27,1,0.0
2074,KS,2020-06-27,2,1.0
2075,KS,2020-06-27,3,1.0
2076,KS,2020-07-04,0,0.0
2077,KS,2020-07-04,1,0.0
2078,KS,2020-07-04,2,1.0
2079,KS,2020-07-04,3,1.0
2080,KS,2020-07-11,0,1.0
2081,KS,2020-07-11,1,1.0
2082,KS,2020-07-11,2,1.0
2083,KS,2020-07-11,3,1.0
2084,KS,2020-07-18,0,1.0
2085,KS,2020-07-18,1,1.0
2086,KS,2020-07-18,2,1.0
2087,KS,2020-07-18,3,1.0
2088,KS,2020-07-25,0,1.0
2089,KS,2020-07-25,1,1.0
2090,KS,2020-07-25,2,1.0
2091,KS,2020-07-25,3,1.0
2092,KS,2020-08-01,0,1.0
2093,KS,2020-08-01,1,1.0
2094,KS,2020-08-01,2,1.0
2095,KS,2020-08-01,3,1.0
2096,KS,2020-08-08,0,1.0
2097,KS,2020-08-08,1,1.0
2098,KS,2020-08-08,2,1.0
2099,KS,2020-08-08,3,1.0
2100,KS,2020-08-15,0,1.0
2101,KS,2020-08-15,1,1.0
2102,KS,2020-08-15,2,1.0
2103,KS,2020-08-15,3,1.0
2104,KS,2020-08-22,0,1.0
2105,KS,2020-08-22,1,1.0
2106,KS,2020-08-22,2,1.0
2107,KS,2020-08-22,3,1.0
2108,KS,2020-08-29,0,1.0
2109,KS,2020-08-29,1,1.0
2110,KS,2020-08-29,2,1.0
2111,KS,2020-08-29,3,1.0
2112,KS,2020-09-05,0,1.0
2113,KS,2020-09-05,1,1.0
2114,KS,2020-09-05,2,1.0
2115,KS,2020-09-05,3,1.0
2116,KS,2020-09-12,0,1.0
2117,KS,2020-09-12,1,1.0
2118,KS,2020-09-12,2,1.0
2119,KS,2020-09-12,3,1.0
2120,KS,2020-09-19,0,1.0
2121,KS,2020-09-19,1,1.0
2122,KS,2020-09-19,2,1.0
2123,KS,2020-09-19,3,1.0
2124,KS,2020-09-26,0,1.0
2125,KS,2020-09-26,1,1.0
2126,KS,2020-09-26,2,1.0
2127,KS,2020-09-26,3,1.0
2128,KS,2020-10-03,0,1.0
2129,KS,2020-10-03,1,1.0
2130,KS,2020-10-03,2,0.0
2131,KS,2020-10-03,3,1.0
2132,KS,2020-10-10,0,1.0
2133,KS,2020-10-10,1,1.0
2134,KS,2020-10-10,2,1.0
2135,KS,2020-10-10,3,1.0
2136,KS,2020-10-17,0,1.0
2137,KS,2020-10-17,1,1.0
2138,KS,2020-10-17,2,1.0
2139,KS,2020-10-17,3,1.0
2140,KS,2020-10-24,0,1.0
2141,KS,2020-10-24,1,1.0
2142,KS,2020-10-24,2,1.0
2143,KS,2020-10-24,3,1.0
2144,KS,2020-10-31,0,0.0
2145,KS,2020-10-31,1,1.0
2146,KS,2020-10-31,2,1.0
2147,KS,2020-10-31,3,1.0
2148,KS,2020-11-07,0,1.0
2149,KS,2020-11-07,1,1.0
2150,KS,2020-11-07,2,1.0
2151,KS,2020-11-07,3,1.0
2152,KS,2020-11-14,0,1.0
2153,KS,2020-11-14,1,1.0
2154,KS,2020-11-14,2,0.0
2155,KS,2020-11-14,3,1.0
2156,KS,2020-11-21,0,1.0
2157,KS,2020-11-21,1,0.0
2158,KS,2020-11-21,2,0.0
2159,KS,2020-11-21,3,1.0
2160,KS,2020-11-28,0,0.0
2161,KS,2020-11-28,1,0.0
2162,KS,2020-11-28,2,0.0
2163,KS,2020-11-28,3,1.0
2164,KS,2020-12-05,0,0.0
2165,KS,2020-12-05,1,0.0
2166,KS,2020-12-05,2,1.0
2167,KS,2020-12-05,3,0.0
2168,KS,2020-12-12,0,0.0
2169,KS,2020-12-12,1,1.0
2170,KS,2020-12-12,2,0.0
2171,KS,2020-12-12,3,1.0
2172,KS,2020-12-19,0,1.0
2173,KS,2020-12-19,1,0.0
2174,KS,2020-12-19,2,1.0
2175,KS,2020-12-19,3,1.0
2176,KY,2020-05-16,0,1.0
2177,KY,2020-05-16,1,1.0
2178,KY,2020-05-16,2,1.0
2179,KY,2020-05-16,3,1.0
2180,KY,2020-05-23,0,1.0
2181,KY,2020-05-23,1,1.0
2182,KY,2020-05-23,2,1.0
2183,KY,2020-05-23,3,1.0
2184,KY,2020-05-30,0,1.0
2185,KY,2020-05-30,1,1.0
2186,KY,2020-05-30,2,1.0
2187,KY,2020-05-30,3,1.0
2188,KY,2020-06-06,0,1.0
2189,KY,2020-06-06,1,1.0
2190,KY,2020-06-06,2,1.0
2191,KY,2020-06-06,3,1.0
2192,KY,2020-06-13,0,1.0
2193,KY,2020-06-13,1,1.0
2194,KY,2020-06-13,2,1.0
2195,KY,2020-06-13,3,1.0
2196,KY,2020-06-20,0,1.0
2197,KY,2020-06-20,1,1.0
2198,KY,2020-06-20,2,1.0
2199,KY,2020-06-20,3,1.0
2200,KY,2020-06-27,0,1.0
2201,KY,2020-06-27,1,1.0
2202,KY,2020-06-27,2,1.0
2203,KY,2020-06-27,3,1.0
2204,KY,2020-07-04,0,1.0
2205,KY,2020-07-04,1,1.0
2206,KY,2020-07-04,2,1.0
2207,KY,2020-07-04,3,1.0
2208,KY,2020-07-11,0,1.0
2209,KY,2020-07-11,1,1.0
2210,KY,2020-07-11,2,1.0
2211,KY,2020-07-11,3,1.0
2212,KY,2020-07-18,0,0.0
2213,KY,2020-07-18,1,1.0
2214,KY,2020-07-18,2,1.0
2215,KY,2020-07-18,3,1.0
2216,KY,2020-07-25,0,1.0
2217,KY,2020-07-25,1,1.0
2218,KY,2020-07-25,2,1.0
2219,KY,2020-07-25,3,1.0
2220,KY,2020-08-01,0,0.0
2221,KY,2020-08-01,1,1.0
2222,KY,2020-08-01,2,1.0
2223,KY,2020-08-01,3,1.0
2224,KY,2020-08-08,0,1.0
2225,KY,2020-08-08,1,1.0
2226,KY,2020-08-08,2,1.0
2227,KY,2020-08-08,3,1.0
2228,KY,2020-08-15,0,1.0
2229,KY,2020-08-15,1,1.0
2230,KY,2020-08-15,2,1.0
2231,KY,2020-08-15,3,1.0
2232,KY,2020-08-22,0,1.0
2233,KY,2020-08-22,1,1.0
2234,KY,2020-08-22,2,1.0
2235,KY,2020-08-22,3,1.0
2236,KY,2020-08-29,0,1.0
2237,KY,2020-08-29,1,1.0
2238,KY,2020-08-29,2,1.0
2239,KY,2020-08-29,3,1.0
2240,KY,2020-09-05,0,1.0
2241,KY,2020-09-05,1,1.0
2242,KY,2020-09-05,2,1.0
2243,KY,2020-09-05,3,1.0
2244,KY,2020-09-12,0,1.0
2245,KY,2020-09-12,1,1.0
2246,KY,2020-09-12,2,1.0
2247,KY,2020-09-12,3,1.0
2248,KY,2020-09-19,0,1.0
2249,KY,2020-09-19,1,1.0
